Investment,Location,CompetitionLevel,TargetCustomers,MonthlyRent,MarketingBudget,BusinessOutcome
826588,Kolkata,1,769,9407,17715,Profitable
182659,Bangalore,2,697,14129,41341,Profitable
419253,Delhi,8,299,18874,25812,Loss
488917,Lucknow,9,763,26589,31536,Loss
583854,Mumbai,5,546,6333,20000,Medium
817956,Ahmedabad,10,97,42951,29176,Loss
772571,Coimbatore,1,264,13244,18670,Profitable
319927,Delhi,10,304,36674,13390,Loss
817183,Coimbatore,3,172,35212,9480,Loss
702167,Chandigarh,10,276,9264,22619,Loss
265837,Bhopal,7,522,15709,7739,Loss
944425,Chandigarh,9,156,32720,39352,Loss
497793,Pune,3,100,6745,16847,Loss
603278,Chennai,3,167,42537,44983,Medium
106279,Indore,10,998,39258,46221,Loss
654098,Pune,10,365,5205,40769,Loss
270712,Chandigarh,10,357,17032,48456,Loss
150254,Chennai,10,92,35160,40765,Loss
197099,Kolkata,2,166,13247,10299,Loss
866085,Coimbatore,5,281,43214,46353,Medium
162273,Hyderabad,10,504,36352,11898,Loss
189547,Chandigarh,1,769,16796,16541,Medium
109194,Indore,6,569,34980,14728,Loss
273285,Chandigarh,3,474,9677,5302,Loss
270867,Jaipur,5,767,21576,31382,Loss
497040,Kolkata,7,181,12000,10140,Loss
839910,Mumbai,2,482,43177,35765,Profitable
698874,Jaipur,10,495,21535,10207,Loss
152225,Coimbatore,3,444,45088,14922,Loss
926126,Mumbai,4,809,24939,41055,Profitable
238587,Bhopal,4,276,27402,35212,Loss
433220,Delhi,3,126,23566,29124,Loss
655351,Delhi,3,829,45694,47680,Profitable
959157,Chennai,8,899,12199,4460,Medium
563530,Visakhapatnam,2,651,17805,15357,Profitable
385597,Delhi,8,691,19906,9646,Loss
111771,Jaipur,7,989,7854,14464,Loss
246558,Ahmedabad,1,563,44472,9137,Medium
556212,Visakhapatnam,9,874,46915,39007,Loss
812935,Chennai,10,872,7921,32137,Loss
382629,Indore,3,360,39893,18586,Loss
363958,Kolkata,10,477,46900,35490,Loss
910713,Delhi,6,288,5492,43772,Medium
730398,Indore,1,408,18075,48390,Profitable
529907,Indore,2,847,47752,39475,Profitable
665014,Hyderabad,1,913,5071,18058,Profitable
625180,Ahmedabad,8,746,43343,9910,Loss
427930,Mumbai,9,88,6202,32791,Loss
272607,Jaipur,2,529,23631,23910,Medium
517953,Jaipur,10,830,30055,22076,Loss
371002,Visakhapatnam,5,231,40233,45488,Loss
627706,Mumbai,3,993,13881,39375,Profitable
666714,Indore,8,933,29306,47217,Medium
186220,Kolkata,10,713,43046,32130,Loss
383150,Chennai,8,585,33121,33531,Loss
386112,Kolkata,3,128,32031,19589,Loss
817700,Ahmedabad,4,243,5202,21106,Medium
800353,Delhi,10,739,5240,5754,Loss
391276,Chandigarh,8,888,26922,15968,Loss
709967,Chandigarh,5,750,42169,13092,Medium
697768,Chennai,5,283,48377,29359,Loss
205912,Bangalore,7,880,21436,25299,Loss
383275,Chandigarh,5,226,9164,23203,Loss
247015,Visakhapatnam,10,479,12036,42282,Loss
123075,Pune,4,786,33576,28020,Loss
492808,Pune,6,100,15373,13554,Loss
945929,Kolkata,3,201,25106,39507,Profitable
487524,Hyderabad,6,218,44091,24027,Loss
883233,Pune,3,597,48897,4002,Medium
370954,Visakhapatnam,8,246,21437,30924,Loss
721119,Mumbai,2,373,29650,31469,Profitable
424285,Delhi,7,343,11695,20191,Loss
374869,Bangalore,10,165,22537,36944,Loss
795442,Kolkata,8,800,46423,43559,Medium
893990,Bangalore,9,118,13679,19330,Loss
582376,Bangalore,10,593,34666,37128,Loss
415733,Visakhapatnam,3,749,20622,45685,Profitable
342648,Chandigarh,6,735,46327,10550,Loss
971222,Mumbai,4,807,29295,31959,Profitable
350897,Lucknow,4,396,38680,8173,Loss
632957,Indore,9,698,46192,5724,Loss
427105,Jaipur,7,582,7445,14547,Loss
163374,Mumbai,7,693,34577,13881,Loss
537526,Hyderabad,9,267,45613,15523,Loss
995203,Kolkata,3,782,14324,15649,Profitable
906005,Delhi,4,499,22456,44336,Profitable
733723,Ahmedabad,5,236,15665,35679,Loss
597139,Lucknow,4,318,38411,14210,Loss
306151,Bhopal,4,155,47540,45452,Loss
651564,Chennai,1,758,46605,15892,Profitable
752498,Mumbai,7,667,23046,8763,Loss
326646,Indore,7,666,26517,39060,Loss
916669,Lucknow,4,494,31463,32164,Profitable
513820,Mumbai,4,440,25373,3166,Loss
307023,Bangalore,5,820,28808,47036,Medium
246544,Ahmedabad,4,484,9421,31855,Loss
759503,Bangalore,4,448,16335,34620,Medium
688410,Lucknow,4,637,44650,40225,Profitable
249229,Lucknow,9,392,48476,33276,Loss
183815,Delhi,2,233,28284,36399,Loss
151474,Ahmedabad,2,55,41055,26725,Loss
646185,Indore,6,308,7182,15895,Loss
536704,Bhopal,3,773,30193,3689,Medium
613963,Bangalore,6,919,28375,49331,Profitable
238275,Delhi,3,141,36652,21985,Loss
944587,Ahmedabad,5,422,38754,45427,Medium
911689,Hyderabad,3,655,47731,40216,Profitable
480651,Visakhapatnam,9,290,34143,7124,Loss
703283,Mumbai,5,558,49278,37881,Medium
260153,Coimbatore,9,792,7603,44596,Loss
354549,Jaipur,5,558,32272,14377,Loss
726001,Chandigarh,7,768,44969,39244,Medium
326031,Delhi,3,113,9428,19141,Loss
784667,Pune,8,539,28947,47095,Loss
189764,Bangalore,10,392,10355,21148,Loss
305732,Kolkata,7,513,23396,20805,Loss
604430,Jaipur,6,651,15308,14176,Loss
627370,Pune,9,154,30707,8272,Loss
784023,Delhi,2,617,46673,37854,Profitable
842880,Hyderabad,6,827,9791,41241,Profitable
241782,Jaipur,2,104,11415,28898,Loss
779786,Mumbai,2,489,46799,45366,Profitable
180875,Indore,8,364,24876,21241,Loss
730993,Kolkata,2,380,43877,44294,Profitable
953477,Visakhapatnam,8,345,20343,13942,Loss
337926,Visakhapatnam,4,505,36158,43568,Loss
636078,Kolkata,4,469,25677,9162,Loss
682787,Visakhapatnam,2,681,33369,10047,Profitable
772549,Visakhapatnam,4,170,33376,5858,Loss
693555,Pune,3,787,8292,42802,Profitable
983185,Delhi,3,274,20612,2288,Medium
655987,Pune,9,675,24919,38363,Loss
728797,Jaipur,8,743,18981,28726,Loss
594035,Kolkata,3,258,37716,5024,Loss
986697,Mumbai,8,171,23032,19360,Loss
836054,Bhopal,1,720,48098,3896,Profitable
440315,Bangalore,7,596,6809,39763,Loss
132199,Pune,5,118,35983,33695,Loss
344761,Ahmedabad,2,307,24157,11474,Loss
147910,Hyderabad,5,709,28206,47410,Loss
132479,Ahmedabad,9,615,8039,31589,Loss
361530,Ahmedabad,2,932,6418,31998,Profitable
108494,Chennai,7,495,18847,42365,Loss
262775,Pune,7,759,23280,38825,Loss
454622,Ahmedabad,3,989,48281,17676,Profitable
644699,Lucknow,1,470,49903,21000,Profitable
886659,Jaipur,9,778,23739,6212,Loss
810716,Delhi,6,493,36702,2081,Loss
336922,Ahmedabad,1,483,18249,34875,Profitable
863770,Bhopal,4,591,34737,43517,Profitable
128204,Lucknow,6,114,45180,35584,Loss
727245,Chandigarh,7,50,29343,18459,Loss
191429,Chennai,5,959,49914,7448,Loss
480014,Visakhapatnam,2,182,11090,38790,Medium
994838,Lucknow,3,707,11671,13825,Profitable
385259,Ahmedabad,2,641,19244,24889,Medium
189976,Lucknow,1,194,6458,34804,Medium
928746,Delhi,7,404,28507,48940,Medium
531749,Pune,10,956,21761,41776,Loss
847078,Mumbai,10,378,16226,5447,Loss
232199,Lucknow,2,898,23048,34522,Profitable
732485,Lucknow,10,982,13799,5735,Loss
743697,Lucknow,1,751,39808,38051,Profitable
617178,Lucknow,8,198,42368,21366,Loss
134721,Pune,9,284,45783,6365,Loss
594758,Kolkata,9,206,25065,15455,Loss
103132,Chennai,7,276,10722,5217,Loss
154140,Mumbai,4,390,39054,3306,Loss
742531,Jaipur,7,829,33829,36958,Medium
403806,Chandigarh,2,733,44181,47255,Profitable
845413,Chennai,9,912,21093,29983,Medium
341334,Pune,6,477,18137,39064,Loss
859188,Bangalore,2,624,33234,10105,Profitable
418542,Jaipur,2,430,12549,20381,Medium
625266,Indore,9,559,25808,35020,Loss
109136,Visakhapatnam,2,972,23267,49527,Profitable
333457,Coimbatore,4,619,35325,12363,Loss
552294,Visakhapatnam,2,930,11201,46595,Profitable
891409,Jaipur,10,952,40771,42981,Medium
824262,Delhi,3,498,43973,32730,Profitable
246819,Bangalore,5,227,24015,5048,Loss
412740,Visakhapatnam,10,848,44852,18871,Loss
137948,Lucknow,10,978,39893,32651,Loss
620843,Bhopal,6,177,15344,32701,Loss
895053,Delhi,6,955,9003,43508,Profitable
341966,Delhi,6,746,9923,41166,Medium
983451,Ahmedabad,1,297,37438,25750,Profitable
340836,Coimbatore,9,330,34438,21216,Loss
140235,Coimbatore,9,210,15253,19562,Loss
218613,Delhi,4,165,20213,43279,Loss
530737,Bangalore,3,375,46271,42938,Medium
506006,Delhi,6,856,48742,33374,Medium
802450,Visakhapatnam,7,83,39405,20598,Loss
443882,Pune,7,506,14424,8709,Loss
298825,Bangalore,5,633,46106,40480,Loss
598957,Lucknow,2,509,46177,26232,Medium
928225,Kolkata,7,869,42988,35369,Medium
367283,Delhi,10,229,19864,7985,Loss
622974,Kolkata,10,590,33131,20428,Loss
432383,Visakhapatnam,10,371,16024,46071,Loss
754705,Ahmedabad,3,199,6282,39834,Medium
652670,Jaipur,3,717,34029,24125,Profitable
878346,Delhi,5,976,22367,15596,Profitable
744273,Pune,3,628,17381,10224,Profitable
993591,Ahmedabad,2,776,15736,28323,Profitable
514456,Visakhapatnam,1,540,30217,7045,Medium
278039,Mumbai,3,107,5454,5856,Loss
334221,Ahmedabad,1,657,14470,45308,Profitable
853608,Ahmedabad,10,930,20889,5696,Loss
592696,Kolkata,10,118,16523,45880,Loss
652858,Jaipur,2,898,5312,9233,Profitable
614208,Pune,4,527,46967,9016,Loss
206171,Delhi,3,184,20203,14140,Loss
885967,Ahmedabad,1,448,43742,49026,Profitable
911438,Kolkata,2,949,16385,41143,Profitable
781362,Indore,4,925,5170,48651,Profitable
980770,Jaipur,6,256,29881,26320,Loss
305377,Jaipur,4,110,29240,21131,Loss
573584,Coimbatore,10,866,44412,14503,Loss
411038,Jaipur,7,460,18869,32260,Loss
126662,Chandigarh,5,573,5499,37908,Loss
995226,Visakhapatnam,2,197,42078,14818,Medium
670255,Indore,9,69,37598,12528,Loss
785997,Mumbai,5,914,33735,44273,Profitable
801216,Bhopal,10,553,48908,38629,Loss
631709,Pune,6,182,19484,2759,Loss
690940,Chandigarh,7,563,45483,26422,Loss
173097,Indore,4,988,21396,10164,Medium
473284,Pune,1,91,14869,49063,Medium
315864,Chennai,4,531,8533,17607,Loss
607899,Visakhapatnam,6,718,8071,45874,Medium
600356,Chandigarh,4,267,49335,49236,Medium
734628,Chandigarh,6,411,36403,11457,Loss
633754,Indore,10,827,18518,31146,Loss
804125,Bhopal,3,97,27704,31670,Medium
333758,Kolkata,1,661,47406,33021,Profitable
342655,Pune,6,790,48307,16835,Loss
749567,Pune,10,512,22283,43144,Loss
506864,Pune,7,712,39024,41121,Loss
443540,Kolkata,4,447,28073,4713,Loss
413052,Jaipur,10,696,32566,13378,Loss
603959,Coimbatore,9,139,42053,12081,Loss
654639,Jaipur,9,813,45730,6650,Loss
556873,Chandigarh,3,641,42605,18360,Medium
923497,Bhopal,7,101,30623,49036,Loss
379849,Coimbatore,8,337,36180,45978,Loss
763485,Bangalore,5,117,44413,19224,Loss
448055,Chennai,8,657,46457,38280,Loss
851367,Lucknow,8,736,35513,28911,Loss
632155,Coimbatore,5,591,6513,15730,Medium
636583,Kolkata,6,549,19038,45071,Medium
545436,Hyderabad,7,851,29631,5242,Loss
265245,Coimbatore,7,148,6775,49761,Loss
581401,Coimbatore,5,326,35193,2430,Loss
641507,Mumbai,4,167,33184,15922,Loss
516102,Chandigarh,6,521,32892,19025,Loss
874900,Mumbai,2,151,43207,4591,Medium
497254,Chandigarh,3,326,36711,13121,Loss
181851,Visakhapatnam,5,97,47597,36748,Loss
375301,Lucknow,1,102,11373,27656,Medium
535363,Bangalore,2,261,28129,31505,Medium
239152,Bhopal,1,652,37975,22076,Medium
581738,Coimbatore,9,450,22766,5577,Loss
735578,Chandigarh,10,192,41427,3392,Loss
730765,Bangalore,7,933,27997,22242,Medium
100811,Jaipur,9,547,49396,23965,Loss
230675,Coimbatore,8,930,39019,35811,Loss
136792,Lucknow,2,559,17151,3982,Loss
260594,Kolkata,1,426,31924,16700,Medium
592066,Mumbai,9,384,46273,9911,Loss
147252,Jaipur,10,398,26067,48380,Loss
228201,Chennai,9,553,38905,45304,Loss
191122,Visakhapatnam,5,889,5897,25419,Medium
928627,Hyderabad,6,351,34178,35412,Medium
227745,Ahmedabad,8,169,41562,17652,Loss
784938,Coimbatore,2,701,23982,23372,Profitable
726560,Kolkata,4,95,26981,40825,Loss
809361,Hyderabad,2,109,28360,31588,Medium
663891,Ahmedabad,8,859,13944,48318,Medium
464453,Hyderabad,10,615,29684,12592,Loss
507028,Pune,4,169,47221,47912,Loss
996932,Jaipur,6,216,29836,30509,Loss
379782,Delhi,8,900,16041,38449,Loss
312902,Jaipur,2,90,27385,42788,Loss
857598,Indore,5,478,18604,13162,Medium
290797,Kolkata,7,697,14909,21421,Loss
330593,Kolkata,7,505,46728,9730,Loss
439509,Chandigarh,10,711,35336,26163,Loss
637403,Delhi,1,779,20657,14365,Profitable
341950,Bhopal,7,910,27730,6625,Loss
941345,Mumbai,9,583,44853,22587,Loss
489448,Lucknow,9,977,48060,21672,Loss
423266,Hyderabad,1,189,28719,16035,Loss
622871,Ahmedabad,2,551,49028,25007,Medium
457976,Chennai,7,172,15142,25931,Loss
789183,Bangalore,7,219,45076,12831,Loss
902163,Chandigarh,7,521,32985,34656,Medium
753167,Lucknow,3,324,38590,9920,Medium
799279,Jaipur,2,354,9065,26217,Profitable
279406,Lucknow,7,652,43012,42329,Loss
732895,Delhi,9,721,10638,21061,Loss
616744,Bangalore,10,446,46770,8659,Loss
612032,Delhi,10,101,22722,49613,Loss
808435,Visakhapatnam,9,488,23983,39190,Loss
671498,Delhi,5,346,40823,41620,Loss
830440,Pune,7,700,37322,9668,Loss
627433,Ahmedabad,3,179,29730,7428,Loss
941631,Indore,8,650,43208,45524,Medium
222850,Indore,5,567,48391,42871,Loss
209424,Bangalore,7,117,25307,19261,Loss
681833,Pune,2,312,14209,8076,Medium
474178,Ahmedabad,3,178,39078,24346,Loss
656651,Chennai,6,965,39337,20823,Medium
645915,Bangalore,3,374,11423,49548,Profitable
878164,Lucknow,8,304,5225,17636,Loss
836220,Coimbatore,10,440,17695,28425,Loss
353329,Bhopal,5,539,35774,8438,Loss
931436,Pune,2,66,47574,35589,Medium
152450,Jaipur,2,922,25078,29185,Profitable
316155,Pune,5,567,46275,10541,Loss
970974,Mumbai,4,359,18901,30945,Profitable
330228,Indore,7,311,29798,49575,Loss
280420,Bhopal,9,102,23250,49145,Loss
602115,Chennai,2,572,6284,2315,Medium
650567,Indore,5,308,32914,8530,Loss
824640,Bhopal,10,267,6391,20281,Loss
742509,Coimbatore,4,155,16619,34321,Medium
948214,Bhopal,9,286,13662,42496,Loss
706120,Bangalore,9,804,8786,33337,Loss
539467,Pune,4,634,11867,12628,Medium
103301,Chandigarh,5,792,35257,23542,Loss
276376,Bhopal,7,584,13514,45294,Loss
951379,Hyderabad,10,336,37612,41372,Loss
925057,Chandigarh,2,771,27470,3121,Profitable
298227,Ahmedabad,8,702,27096,38297,Loss
811563,Bangalore,1,73,23129,31452,Profitable
558775,Jaipur,6,707,16851,11207,Loss
416409,Mumbai,8,162,43544,2242,Loss
486665,Visakhapatnam,7,66,14742,7899,Loss
907795,Bangalore,4,551,42855,48196,Profitable
905936,Lucknow,6,287,49912,14522,Loss
815772,Hyderabad,8,620,41904,40507,Loss
473437,Delhi,5,617,11282,31106,Medium
605367,Bhopal,7,430,14282,31075,Loss
972445,Hyderabad,2,55,9496,21650,Medium
648397,Chandigarh,4,737,22168,45836,Profitable
187473,Chennai,10,638,8534,32447,Loss
293090,Lucknow,9,731,11580,28602,Loss
529304,Delhi,10,183,40444,25661,Loss
178787,Mumbai,7,737,29686,11506,Loss
459396,Indore,1,561,46823,43379,Profitable
105903,Delhi,5,237,25070,45410,Loss
581366,Bangalore,1,121,35703,30792,Medium
897392,Bangalore,6,840,25388,27639,Profitable
298728,Hyderabad,8,932,39882,29793,Loss
448937,Chennai,7,815,33461,18965,Loss
958866,Lucknow,8,178,10151,42574,Loss
816519,Lucknow,2,954,34761,34511,Profitable
446810,Mumbai,2,109,16401,32266,Loss
633046,Delhi,6,160,46751,34926,Loss
403509,Delhi,2,192,36256,7680,Loss
709529,Bangalore,6,714,23541,32450,Medium
974548,Visakhapatnam,2,308,40666,25566,Profitable
218837,Pune,5,774,11053,47922,Medium
769094,Hyderabad,9,922,8772,20500,Medium
888974,Kolkata,4,328,14515,30411,Medium
287539,Pune,4,645,9040,48492,Medium
773758,Lucknow,4,210,19145,6967,Loss
563705,Ahmedabad,7,60,29352,45618,Loss
617161,Mumbai,2,555,27118,39124,Profitable
889566,Indore,8,108,21870,34165,Loss
202013,Indore,1,916,6837,25445,Profitable
395845,Chennai,2,262,14540,16293,Loss
704696,Jaipur,7,413,37574,44924,Loss
271544,Indore,9,295,42844,9292,Loss
338700,Coimbatore,3,926,44757,19909,Medium
555166,Bangalore,2,984,30655,24850,Profitable
220982,Chennai,9,962,39546,19373,Loss
897334,Chennai,9,207,35490,48166,Loss
439760,Pune,7,862,23301,43986,Medium
464735,Mumbai,5,284,33438,45106,Loss
133483,Hyderabad,10,67,18818,9793,Loss
916813,Kolkata,7,91,26066,29474,Loss
725448,Kolkata,2,496,5663,30797,Profitable
200052,Pune,9,691,22713,5092,Loss
564215,Kolkata,5,962,28572,41923,Profitable
690192,Delhi,7,673,27081,43142,Medium
705505,Chandigarh,1,73,47520,29665,Medium
935445,Visakhapatnam,6,189,15466,23927,Loss
428156,Bangalore,6,830,15508,42295,Medium
624776,Chennai,7,812,48565,19530,Loss
127314,Visakhapatnam,6,362,39570,31614,Loss
793754,Jaipur,3,743,23466,26579,Profitable
266019,Delhi,10,321,29192,31611,Loss
161289,Lucknow,3,132,7265,30879,Loss
700301,Mumbai,1,641,39600,39251,Profitable
429177,Delhi,4,415,24179,24607,Loss
617218,Mumbai,9,526,7774,24889,Loss
538503,Chandigarh,9,676,19682,24592,Loss
979973,Mumbai,7,993,24027,46512,Profitable
654446,Ahmedabad,4,859,45510,22069,Profitable
588126,Ahmedabad,3,313,12332,32529,Medium
136694,Ahmedabad,9,950,37421,15171,Loss
918088,Jaipur,5,955,40969,43504,Profitable
310136,Hyderabad,8,392,21517,7885,Loss
838636,Hyderabad,6,78,23767,11909,Loss
372408,Hyderabad,9,701,41305,47194,Loss
981735,Lucknow,3,734,11289,4466,Profitable
638781,Jaipur,3,779,29396,29657,Profitable
144823,Lucknow,6,955,40061,25697,Loss
367775,Jaipur,4,489,37237,44628,Medium
753552,Hyderabad,8,624,24624,11002,Loss
856051,Indore,4,556,31146,35708,Profitable
621661,Lucknow,4,644,46529,42036,Medium
848628,Chennai,8,155,10614,15318,Loss
701174,Chennai,3,141,30988,44030,Medium
823504,Chandigarh,7,551,31525,11961,Loss
962304,Jaipur,8,901,12455,5295,Medium
491150,Bhopal,2,52,25952,41203,Medium
155174,Bangalore,3,704,14551,37753,Medium
482886,Chandigarh,7,608,16715,18106,Loss
447493,Bangalore,6,116,21334,17437,Loss
934377,Jaipur,4,257,28189,2125,Loss
745080,Ahmedabad,7,972,47595,46824,Medium
127016,Lucknow,3,856,14532,42129,Medium
209551,Delhi,9,204,47819,15855,Loss
300149,Hyderabad,3,807,27217,11532,Medium
791510,Mumbai,5,534,34098,32613,Medium
203426,Bangalore,8,882,5274,20329,Loss
509367,Chennai,3,678,11240,4766,Medium
759743,Delhi,9,888,5491,48926,Medium
156487,Delhi,1,652,47325,8784,Medium
778561,Chennai,4,387,39329,44084,Medium
823988,Bhopal,6,451,13192,45197,Medium
279372,Delhi,2,778,39996,33936,Medium
638956,Delhi,8,311,39802,15050,Loss
395999,Mumbai,7,273,40661,20110,Loss
161360,Bhopal,6,912,49508,6931,Loss
143269,Ahmedabad,4,853,10113,2317,Loss
390541,Hyderabad,4,787,35617,11697,Medium
931028,Chandigarh,7,881,13858,38057,Profitable
883485,Hyderabad,4,394,31949,49020,Profitable
156410,Hyderabad,9,776,19663,43793,Loss
291410,Mumbai,9,951,35638,24050,Loss
759333,Coimbatore,7,270,49302,48495,Loss
830214,Bangalore,6,201,48167,14109,Loss
335434,Hyderabad,3,738,13290,2594,Medium
168232,Lucknow,4,901,21240,36586,Medium
237133,Ahmedabad,1,896,39540,7638,Medium
409914,Jaipur,6,535,31747,49617,Loss
738856,Delhi,1,181,28176,49130,Profitable
299736,Pune,8,196,6194,33970,Loss
321268,Jaipur,3,842,27967,12936,Medium
378249,Bhopal,7,942,15619,9777,Loss
418845,Chennai,5,189,31865,48646,Loss
568439,Kolkata,10,402,11689,36223,Loss
676662,Ahmedabad,10,952,10789,42474,Loss
531222,Delhi,1,76,37225,19931,Loss
765465,Ahmedabad,1,834,26953,34845,Profitable
581127,Visakhapatnam,4,239,36322,42755,Loss
355983,Hyderabad,5,833,23243,34355,Medium
481793,Lucknow,3,766,43477,25786,Medium
302979,Coimbatore,7,73,26578,21912,Loss
197484,Hyderabad,5,521,26839,47783,Loss
968890,Bangalore,6,681,28990,39225,Profitable
254485,Hyderabad,9,981,28568,17918,Loss
674027,Ahmedabad,7,669,42569,32086,Loss
933167,Pune,4,962,25000,5544,Profitable
733667,Kolkata,6,947,19703,5131,Medium
305673,Bangalore,8,76,42884,42022,Loss
334799,Indore,10,746,34926,15665,Loss
633356,Coimbatore,8,193,13072,9469,Loss
984249,Chennai,5,186,39814,25190,Loss
686987,Pune,1,935,49355,37163,Profitable
709800,Hyderabad,3,701,8478,3757,Profitable
599001,Bhopal,5,533,5186,35124,Medium
251601,Mumbai,7,458,8815,39861,Loss
844349,Mumbai,8,334,8997,28040,Loss
540300,Indore,5,866,36233,18249,Medium
384236,Delhi,5,97,26900,2689,Loss
542661,Kolkata,6,671,36808,7125,Loss
191566,Lucknow,3,569,9286,13492,Loss
560152,Bangalore,2,242,16993,28476,Medium
490403,Ahmedabad,7,533,23641,16405,Loss
765805,Chennai,7,337,39860,14032,Loss
757705,Bangalore,1,369,5322,5397,Profitable
549806,Bhopal,8,940,27633,13596,Loss
433919,Chandigarh,3,858,23881,5662,Medium
396674,Mumbai,1,95,9065,38791,Medium
940839,Jaipur,1,419,47353,40345,Profitable
345514,Delhi,2,985,37300,2251,Medium
938400,Visakhapatnam,7,198,11008,22869,Loss
701638,Jaipur,10,605,48203,14379,Loss
549242,Kolkata,1,360,47985,27668,Medium
436543,Chennai,8,183,32682,36513,Loss
307207,Pune,7,578,42309,23697,Loss
837614,Jaipur,1,275,20402,43831,Profitable
187016,Coimbatore,1,61,27045,43791,Loss
772501,Pune,6,659,14978,21806,Medium
962969,Coimbatore,8,173,21811,3678,Loss
807213,Mumbai,3,404,18121,13606,Medium
579447,Kolkata,6,915,19310,46271,Profitable
858489,Mumbai,1,834,37338,49557,Profitable
975736,Chandigarh,4,476,15544,7375,Medium
284694,Hyderabad,2,926,18560,23902,Profitable
794106,Delhi,3,807,37585,13649,Profitable
344042,Ahmedabad,2,379,15532,30746,Medium
448758,Bhopal,9,754,39727,49807,Loss
350622,Jaipur,7,599,11413,3466,Loss
652377,Chennai,3,536,32755,8459,Medium
504955,Indore,1,401,29457,36818,Profitable
769201,Pune,2,487,19697,44554,Profitable
112137,Chandigarh,8,832,34696,40950,Loss
998331,Bangalore,9,531,39519,6907,Loss
526075,Chandigarh,2,899,10391,2530,Profitable
738700,Jaipur,1,52,43015,36371,Medium
211644,Delhi,2,891,47251,44191,Profitable
829788,Bangalore,1,278,44277,49365,Profitable
934910,Pune,9,480,19387,33975,Loss
543466,Delhi,4,204,20443,37179,Loss
769447,Pune,3,841,11632,37654,Profitable
338864,Chennai,9,865,49626,5908,Loss
254411,Chandigarh,8,82,13394,21752,Loss
878384,Coimbatore,2,277,21651,6061,Medium
984359,Pune,9,110,24250,16667,Loss
267401,Lucknow,6,87,31983,33986,Loss
140017,Coimbatore,4,287,25701,8767,Loss
379822,Pune,10,337,9400,22142,Loss
750899,Coimbatore,10,103,45559,34666,Loss
407949,Bangalore,1,768,27047,28689,Profitable
645106,Chennai,7,761,21653,3532,Loss
571763,Hyderabad,1,836,30456,45072,Profitable
192442,Chennai,7,847,41928,20848,Loss
288147,Bangalore,9,662,28787,9165,Loss
423682,Bangalore,1,413,48742,25648,Medium
616881,Hyderabad,9,402,39726,36505,Loss
377069,Delhi,6,992,34454,25512,Medium
330294,Pune,5,223,8230,48994,Loss
467710,Kolkata,3,167,18552,21050,Loss
202745,Chennai,5,782,29031,36470,Loss
509620,Hyderabad,2,188,33242,34227,Medium
902178,Jaipur,3,763,22770,15341,Profitable
493820,Mumbai,2,604,39313,6356,Medium
121032,Delhi,7,937,31212,48429,Loss
688127,Pune,9,991,47185,25112,Loss
176358,Bangalore,2,187,49661,32381,Loss
674573,Jaipur,5,123,12259,48749,Loss
288349,Hyderabad,3,458,29442,45442,Medium
105615,Hyderabad,6,481,38288,2775,Loss
706084,Chennai,3,652,30283,12787,Medium
830654,Pune,10,666,42769,45556,Loss
814741,Chandigarh,2,196,19605,27312,Medium
951748,Chennai,7,195,41835,48565,Loss
441803,Chandigarh,8,663,23223,41848,Loss
158720,Delhi,2,428,42755,36190,Loss
127372,Pune,8,799,30631,15359,Loss
400454,Delhi,4,770,8721,31427,Medium
567039,Indore,7,52,30986,34170,Loss
169381,Jaipur,5,220,23510,8497,Loss
868472,Chandigarh,2,983,44985,44023,Profitable
698654,Bangalore,7,658,23605,9025,Loss
708959,Bhopal,10,138,31432,19310,Loss
206520,Chennai,4,789,40203,2137,Loss
491158,Chennai,6,285,30694,9313,Loss
522069,Bhopal,6,939,11955,6078,Medium
594353,Ahmedabad,9,963,28649,10883,Loss
586446,Bangalore,9,598,42984,47834,Loss
767960,Delhi,5,231,33813,32316,Loss
374803,Bangalore,8,593,38574,37418,Loss
854183,Coimbatore,5,104,10992,27584,Loss
364115,Chennai,1,135,16918,36216,Medium
197002,Jaipur,3,610,27251,27678,Loss
151384,Indore,1,280,47134,48110,Medium
262520,Visakhapatnam,5,214,6417,7409,Loss
965936,Kolkata,4,186,19280,32825,Medium
592002,Mumbai,6,54,42320,47123,Loss
691224,Mumbai,2,625,6017,16162,Profitable
620141,Mumbai,6,450,31764,43175,Loss
584791,Jaipur,6,792,13697,44305,Medium
229049,Mumbai,5,155,35173,28803,Loss
811715,Kolkata,4,922,20769,13642,Profitable
186231,Indore,6,852,35048,23509,Loss
886465,Chennai,6,116,35881,24705,Loss
711083,Bhopal,7,431,16692,27965,Loss
985137,Bangalore,4,849,31271,40677,Profitable
957257,Bhopal,4,965,28703,17086,Profitable
500269,Delhi,2,182,20656,33588,Medium
518887,Ahmedabad,6,784,22369,17579,Loss
767159,Jaipur,6,897,21115,38917,Profitable
845124,Hyderabad,7,263,16868,14506,Loss
271542,Delhi,9,163,45226,34660,Loss
725145,Visakhapatnam,4,891,45050,5708,Medium
484867,Jaipur,3,907,46116,36879,Profitable
982288,Bhopal,10,731,22590,19634,Loss
200856,Visakhapatnam,9,415,42916,18128,Loss
125956,Chennai,3,471,10440,19374,Loss
601110,Chandigarh,4,940,41581,26389,Profitable
158845,Chennai,1,704,16301,31864,Profitable
419998,Delhi,10,889,22920,30922,Loss
201031,Delhi,10,204,11525,35982,Loss
